Player_Name,matches,inns,balls,runs,wkts,BBI,bowling_ave,Econ,bowling_SR,5W,10W,balls_bowled,runs_against,odi_year
Sandeep Lamichhane,49,48,,,111,6/11,17.25,4.27,24.2,3,0,2690,1915,2018-2018
Sharad Vesawkar,4,1,,,2,2/21,10.50,3.50,18.0,0,0,36,21,2018-2018
Prabath Jayasuriya,2,2,,,0,-,-,5.93,-,0,0,96,95,2018-2018
Kasun Rajitha,24,24,,,31,3/31,33.87,5.91,34.3,0,0,1065,1050,2018-2018
Subash Khakurel,6,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Rohit Paudel,52,4,,,0,-,-,3.85,-,0,0,109,70,2018-2018
Lalit Bhandari,1,1,,,2,2/43,21.50,4.77,27.0,0,0,54,43,2018-2018
Reeza Hendricks,27,3,,,1,1/13,47.00,6.71,42.0,0,0,42,47,2018-2018
Dhananjaya de Silva,76,62,,,41,3/32,39.31,5.06,46.5,0,0,1910,1612,2018-2018
Dasun Shanaka,61,38,,,23,5/43,34.91,5.69,36.7,1,0,846,803,2018-2018
Keshav Maharaj,27,26,,,29,3/25,37.03,4.79,46.3,0,0,1345,1074,2018-2018
Junior Dala,2,2,,,1,1/57,121.00,7.11,102.0,0,0,102,121,2018-2018
Hazratullah Zazai,16,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Hashmatullah Shahidi,59,2,,,0,-,-,8.33,-,0,0,18,25,2018-2018
Shafiqullah,24,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Aftab Alam,27,27,,,41,4/25,25.19,4.93,30.6,0,0,1257,1033,2018-2018
Abdul Shakoor,3,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Sagar Pun,1,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Litton Das,72,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Dilruwan Perera,13,10,,,13,3/48,31.46,5.38,35.0,0,0,456,409,2018-2018
Amila Aponso,9,9,,,10,4/18,37.70,5.34,42.3,0,0,423,377,2018-2018
Lasith Malinga,226,220,,,338,6/38,28.87,5.35,32.3,8,0,10936,9760,2018-2018
Christopher Carter,11,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Ambati Rayudu,55,9,,,3,1/5,41.33,6.14,40.3,0,0,121,124,2018-2018
Khaleel Ahmed,11,11,,,15,3/13,31.00,5.81,32.0,0,0,480,465,2018-2018
Najmul Hossain Shanto,27,4,,,1,1/10,40.00,5.45,44.0,0,0,44,40,2018-2018
Mominul Haque,28,12,,,7,2/13,27.14,4.87,33.4,0,0,234,190,2018-2018
Abu Hider,2,2,,,3,2/50,29.66,4.94,36.0,0,0,108,89,2018-2018
Ravindra Jadeja,174,168,,,191,5/36,37.39,4.91,45.6,1,0,8725,7142,2018-2018
Shaheen Shah Afridi,36,35,,,70,6/35,23.94,5.52,26.0,2,0,1821,1676,2018-2018
Imrul Kayes,78,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Nazmul Islam,5,5,,,5,2/38,44.80,5.09,52.8,0,0,264,224,2018-2018
Manish Pandey,29,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Deepak Chahar,13,12,,,16,3/27,30.56,5.75,31.8,0,0,510,489,2018-2018
Soumya Sarkar,61,18,,,11,3/56,35.36,5.83,36.3,0,0,400,389,2018-2018
Brandon Mavuta,9,8,,,7,2/30,41.85,5.74,43.7,0,0,306,293,2018-2018
Dean Elgar,8,4,,,2,1/11,33.50,4.18,48.0,0,0,96,67,2018-2018
Christiaan Jonker,2,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Dale Steyn,125,124,,,196,6/39,25.95,4.87,31.9,3,0,6256,5087,2018-2018
Liam Dawson,6,5,,,5,2/70,56.80,6.45,52.8,0,0,264,284,2018-2018
Olly Stone,8,7,,,8,4/85,39.62,5.98,39.7,0,0,318,317,2018-2018
Sadeera Samarawickrama,17,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Chandrapaul Hemraj,6,1,,,0,-,-,7.71,-,0,0,7,9,2018-2018
Mohammed Shami,90,89,,,162,5/69,25.98,5.60,27.8,1,0,4506,4210,2018-2018
Oshane Thomas,20,19,,,27,5/21,32.07,6.73,28.5,1,0,771,866,2018-2018
Fazle Mahmud,2,1,,,0,-,-,5.33,-,0,0,18,16,2018-2018
Rishabh Pant,30,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Obed McCoy,2,2,,,4,2/38,27.25,7.78,21.0,0,0,84,109,2018-2018
Ariful Haque,1,1,,,0,-,-,5.66,-,0,0,18,17,2018-2018
Fabian Allen,20,18,,,7,2/40,89.57,5.64,95.1,0,0,666,627,2018-2018
Chris Lynn,4,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Nathan Coulter-Nile,32,32,,,52,4/48,29.90,5.56,32.2,0,0,1678,1555,2018-2018
George Worker,10,1,,,0,-,-,5.00,-,0,0,6,5,2018-2018
Imad Wasim,55,53,,,44,5/14,44.47,4.88,54.6,1,0,2403,1957,2018-2018
Dwaine Pretorius,27,26,,,35,4/36,27.05,4.96,32.6,0,0,1144,947,2018-2018
Darren Bravo,122,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Roston Chase,42,35,,,27,3/30,43.85,4.87,53.9,0,0,1457,1184,2018-2018
Martin Guptill,198,11,,,4,2/6,24.50,5.39,27.2,0,0,109,98,2019-2019
Colin Munro,57,25,,,7,2/10,68.71,5.22,78.8,0,0,552,481,2019-2019
Kane Williamson,161,65,,,37,4/22,35.40,5.35,39.6,0,0,1467,1310,2019-2019
Ross Taylor,236,4,,,0,-,-,5.00,-,0,0,42,35,2019-2019
Henry Nicholls,66,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Tim Seifert,3,-,,,-,-,-,-,-,-,-,-,-,2019-2019
James Neesham,73,69,,,69,5/27,34.76,6.09,34.2,2,0,2361,2399,2019-2019
Matt Henry,72,70,,,127,5/30,25.59,5.14,29.8,2,0,3789,3251,2019-2019
Ish Sodhi,46,44,,,55,4/58,38.05,5.49,41.5,0,0,2287,2093,2019-2019
Niroshan Dickwella,55,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Danushka Gunathilaka,47,22,,,8,3/48,46.37,5.53,50.2,0,0,402,371,2019-2019
Kusal Perera,107,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Kusal Mendis,106,2,,,0,-,-,8.40,-,0,0,20,28,2019-2019
Dinesh Chandimal,157,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Asela Gunaratne,31,25,,,22,3/10,32.86,5.20,37.9,0,0,834,723,2019-2019
Thisara Perera,166,157,,,175,6/44,32.80,5.83,33.7,4,0,5900,5740,2019-2019
Seekkuge Prasanna,40,39,,,32,3/32,55.21,5.45,60.7,0,0,1945,1767,2019-2019
Lasith Malinga,226,220,,,338,6/38,28.87,5.35,32.3,8,0,10936,9760,2019-2019
Lakshan Sandakan,31,30,,,27,4/52,57.00,6.20,55.1,0,0,1488,1539,2019-2019
Nuwan Pradeep,49,47,,,63,4/31,37.12,5.98,37.2,0,0,2345,2339,2019-2019
Trent Boult,99,99,,,187,7/34,23.97,4.93,29.1,5,0,5453,4484,2019-2019
Lockie Ferguson,53,53,,,85,5/45,31.04,5.66,32.8,1,0,2795,2639,2019-2019
Tim Southee,154,152,,,210,7/33,33.46,5.43,36.9,3,0,7751,7027,2019-2019
Dhananjaya de Silva,76,62,,,41,3/32,39.31,5.06,46.5,0,0,1910,1612,2019-2019
Dasun Shanaka,61,38,,,23,5/43,34.91,5.69,36.7,1,0,846,803,2019-2019
Dushmantha Chameera,44,43,,,50,5/16,33.16,5.39,36.8,1,0,1843,1658,2019-2019
Alex Carey,64,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Aaron Finch,146,21,,,4,1/2,64.75,5.47,71.0,0,0,284,259,2019-2019
Usman Khawaja,40,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Shaun Marsh,73,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Peter Handscomb,22,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Marcus Stoinis,60,53,,,40,3/16,42.92,5.87,43.8,0,0,1753,1717,2019-2019
Glenn Maxwell,128,101,,,60,4/46,50.23,5.56,54.1,0,0,3248,3014,2019-2019
Rohit Sharma,243,38,,,8,2/27,64.37,5.21,74.1,0,0,593,515,2019-2019
Shikhar Dhawan,167,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Virat Kohli,274,48,,,4,1/15,166.25,6.22,160.2,0,0,641,665,2019-2019
Ambati Rayudu,55,9,,,3,1/5,41.33,6.14,40.3,0,0,121,124,2019-2019
MS Dhoni,350,2,,,1,1/14,31.00,5.16,36.0,0,0,36,31,2019-2019
Dinesh Karthik,94,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Ravindra Jadeja,174,168,,,191,5/36,37.39,4.91,45.6,1,0,8725,7142,2019-2019
Bhuvneshwar Kumar,121,120,,,141,5/42,35.11,5.08,41.4,1,0,5847,4951,2019-2019
Kuldeep Yadav,81,79,,,134,6/25,27.48,5.21,31.5,1,0,4234,3683,2019-2019
Mohammed Shami,90,89,,,162,5/69,25.98,5.60,27.8,1,0,4506,4210,2019-2019
Khaleel Ahmed,11,11,,,15,3/13,31.00,5.81,32.0,0,0,480,465,2019-2019
Jason Behrendorff,12,12,,,16,5/44,35.50,5.28,40.3,1,0,645,568,2019-2019
Jhye Richardson,15,15,,,27,4/26,29.37,5.87,30.0,0,0,810,793,2019-2019
Peter Siddle,20,19,,,17,3/55,43.70,4.94,53.0,0,0,901,743,2019-2019
Nathan Lyon,29,29,,,29,4/44,46.00,4.92,56.0,0,0,1626,1334,2019-2019
Mohammed Siraj,24,24,,,43,4/32,20.72,4.78,26.0,0,0,1118,891,2019-2019
Adam Zampa,79,79,,,131,5/35,28.46,5.42,31.4,1,0,4122,3729,2019-2019
Billy Stanlake,7,7,,,7,3/35,46.28,5.49,50.5,0,0,354,324,2019-2019
Kedar Jadhav,73,42,,,27,3/23,37.77,5.15,43.9,0,0,1187,1020,2019-2019
Vijay Shankar,12,9,,,4,2/15,52.50,5.40,58.2,0,0,233,210,2019-2019
Yuzvendra Chahal,72,69,,,121,6/42,27.13,5.26,30.9,2,0,3739,3283,2019-2019
Hashim Amla,181,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Reeza Hendricks,27,3,,,1,1/13,47.00,6.71,42.0,0,0,42,47,2019-2019
Rassie van der Dussen,45,1,,,1,1/3,3.00,3.00,6.0,0,0,6,3,2019-2019
David Miller,155,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Imam-ul-Haq,59,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Fakhar Zaman,70,7,,,1,1/19,111.00,4.93,135.0,0,0,135,111,2019-2019
Babar Azam,100,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Mohammad Hafeez,218,177,,,139,4/41,38.84,4.18,55.6,0,0,7733,5400,2019-2019
Shoaib Malik,287,217,,,158,4/19,39.18,4.66,50.3,0,0,7958,6192,2019-2019
Sarfaraz Ahmed,117,1,,,0,-,-,7.50,-,0,0,12,15,2019-2019
Shadab Khan,56,54,,,73,4/28,32.64,5.13,38.1,0,0,2784,2383,2019-2019
Faheem Ashraf,31,30,,,23,5/22,46.08,5.11,54.0,1,0,1244,1060,2019-2019
Usman Shinwari,17,17,,,34,5/34,18.61,4.94,22.5,2,0,768,633,2019-2019
Imad Wasim,55,53,,,44,5/14,44.47,4.88,54.6,1,0,2403,1957,2019-2019
Hasan Ali,60,58,,,91,5/34,30.36,5.75,31.6,4,0,2882,2763,2019-2019
Kagiso Rabada,89,87,,,137,6/16,27.94,5.01,33.4,2,0,4579,3829,2019-2019
Duanne Olivier,2,2,,,3,2/73,41.33,6.52,38.0,0,0,114,124,2019-2019
Dwaine Pretorius,27,26,,,35,4/36,27.05,4.96,32.6,0,0,1144,947,2019-2019
Andile Phehlukwayo,74,69,,,87,4/22,31.54,5.73,32.9,0,0,2869,2744,2019-2019
Imran Tahir,107,104,,,173,7/45,24.83,4.65,32.0,3,0,5541,4297,2019-2019
Hussain Talat,1,1,,,0,-,-,8.00,-,0,0,12,16,2019-2019
Shaheen Shah Afridi,36,35,,,70,6/35,23.94,5.52,26.0,2,0,1821,1676,2019-2019
Faf du Plessis,143,11,,,2,1/8,94.50,5.90,96.0,0,0,192,189,2019-2019
Heinrich Klaasen,36,2,,,0,-,-,6.60,-,0,0,30,33,2019-2019
Dane Paterson,4,4,,,4,3/44,54.25,6.22,52.2,0,0,209,217,2019-2019
Tabraiz Shamsi,44,41,,,57,5/49,34.38,5.51,37.4,1,0,2134,1960,2019-2019
Tom Latham,130,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Mitchell Santner,93,88,,,90,5/50,38.58,4.87,47.5,1,0,4277,3473,2019-2019
Doug Bracewell,21,21,,,26,4/55,32.50,4.99,39.0,0,0,1016,845,2019-2019
Gyanendra Malla,37,2,,,1,1/6,18.00,6.00,18.0,0,0,18,18,2019-2019
Binod Bhandari,17,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Paras Khadka,10,9,,,9,4/26,27.00,3.91,41.3,0,0,372,243,2019-2019
Sompal Kami,47,47,,,63,5/33,28.07,4.99,33.7,1,0,2127,1769,2019-2019
Dipendra Singh Airee,50,44,,,36,3/18,31.75,3.88,49.0,0,0,1766,1143,2019-2019
Aarif Sheikh,47,26,,,6,1/16,88.16,4.74,111.5,0,0,669,529,2019-2019
Pawan Sarraf,8,6,,,4,2/45,32.25,4.66,41.5,0,0,166,129,2019-2019
Karan KC,46,46,,,73,5/33,24.26,5.25,27.7,3,0,2024,1771,2019-2019
Basant Regmi,4,4,,,4,2/49,29.25,4.03,43.5,0,0,174,117,2019-2019
Sandeep Lamichhane,49,48,,,111,6/11,17.25,4.27,24.2,3,0,2690,1915,2019-2019
Lalit Rajbanshi,21,17,,,28,5/20,17.82,3.56,30.0,1,0,840,499,2019-2019
Ashfaq Ahmed,16,7,,,4,2/55,46.25,4.97,55.7,0,0,223,185,2019-2019
Chirag Suri,37,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Ghulam Shabber,23,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Shaiman Anwar,40,7,,,4,3/61,33.50,6.87,29.2,0,0,117,134,2019-2019
Muhammad Usman,38,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Fahad Nawaz,2,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Mohammad Boota,9,1,,,0,-,-,5.00,-,0,0,12,10,2019-2019
Amir Hayat,9,9,,,11,3/19,34.72,5.10,40.8,0,0,449,382,2019-2019
Imran Haider,20,20,,,32,4/25,26.28,5.35,29.4,0,0,943,841,2019-2019
Mohammad Naveed,39,39,,,53,5/28,33.15,5.43,36.5,1,0,1938,1757,2019-2019
Qadeer Ahmed,11,11,,,8,2/38,58.37,5.43,64.5,0,0,516,467,2019-2019
Quinton de Kock,140,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Dale Steyn,125,124,,,196,6/39,25.95,4.87,31.9,3,0,6256,5087,2019-2019
Beuran Hendricks,8,6,,,5,3/59,49.80,5.41,55.2,0,0,276,249,2019-2019
Mohammad Amir,61,60,,,81,5/30,29.62,4.77,37.1,1,0,3013,2400,2019-2019
Colin de Grandhomme,45,45,,,30,3/26,41.00,4.76,51.6,0,0,1548,1230,2019-2019
Rohit Paudel,52,4,,,0,-,-,3.85,-,0,0,109,70,2019-2019
Chundangapoyil Rizwan,41,5,,,1,1/19,50.00,5.17,58.0,0,0,58,50,2019-2019
Zahoor Khan,59,59,,,89,6/34,25.96,5.04,30.8,1,0,2750,2311,2019-2019
Mohammad Rizwan,57,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Hardik Pandya,74,69,,,72,4/24,37.65,5.61,40.2,0,0,2896,2711,2019-2019
Sundeep Jora,5,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Wiaan Mulder,12,12,,,10,2/59,34.10,5.77,35.4,0,0,354,341,2019-2019
Shubman Gill,24,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Todd Astle,9,8,,,10,3/33,24.60,5.46,27.0,0,0,270,246,2019-2019
Tamim Iqbal,241,2,,,0,-,-,13.00,-,0,0,6,13,2019-2019
Litton Das,72,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Soumya Sarkar,61,18,,,11,3/56,35.36,5.83,36.3,0,0,400,389,2019-2019
Mushfiqur Rahim,251,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Mohammad Mithun,34,1,,,0,-,-,6.00,-,0,0,12,12,2019-2019
Mahmudullah,218,146,,,82,3/4,45.26,5.21,52.1,0,0,4273,3712,2019-2019
Sabbir Rahman,66,21,,,3,1/12,115.00,6.76,102.0,0,0,306,345,2019-2019
Mehidy Hasan Miraz,77,74,,,88,4/25,32.97,4.70,42.0,0,0,3699,2902,2019-2019
Mohammad Saifuddin,29,28,,,41,4/41,31.19,5.98,31.2,0,0,1283,1279,2019-2019
Mashrafe Mortaza,220,220,,,270,6/26,32.93,4.88,40.4,1,0,10922,8893,2019-2019
Mustafizur Rahman,89,88,,,148,6/43,24.62,5.08,29.0,5,0,4305,3645,2019-2019
Rubel Hossain,104,102,,,129,6/26,34.31,5.67,36.2,1,0,4678,4427,2019-2019
Chris Gayle,301,199,,,167,5/46,35.48,4.78,44.4,1,0,7424,5926,2019-2019
John Campbell,6,1,,,0,-,-,13.00,-,0,0,6,13,2019-2019
Shai Hope,115,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Shimron Hetmyer,47,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Nicholas Pooran,61,7,,,6,4/48,29.00,6.17,28.1,0,0,169,174,2019-2019
Darren Bravo,122,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Jason Holder,138,134,,,159,5/27,36.96,5.50,40.2,2,0,6402,5878,2019-2019
Carlos Brathwaite,44,40,,,43,5/27,41.06,5.80,42.4,1,0,1825,1766,2019-2019
Ashley Nurse,54,49,,,49,4/51,43.36,5.34,48.6,0,0,2384,2125,2019-2019
Devendra Bishoo,42,40,,,38,3/30,43.89,4.94,53.2,0,0,2022,1668,2019-2019
Jason Roy,116,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Jonny Bairstow,95,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Joe Root,158,69,,,26,3/52,57.50,5.77,59.7,0,0,1553,1495,2019-2019
Eoin Morgan,248,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Ben Stokes,105,88,,,74,5/61,42.39,6.05,42.0,1,0,3110,3137,2019-2019
Jos Buttler,165,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Chris Woakes,112,108,,,160,6/45,30.23,5.45,33.2,3,0,5317,4837,2019-2019
Mark Wood,59,58,,,71,4/33,37.88,5.42,41.9,0,0,2975,2690,2019-2019
Moeen Ali,129,119,,,99,4/46,49.89,5.28,56.6,0,0,5606,4940,2019-2019
Liam Plunkett,89,87,,,135,5/52,29.70,5.81,30.6,1,0,4137,4010,2019-2019
Adil Rashid,125,119,,,183,5/27,32.20,5.64,34.2,2,0,6263,5894,2019-2019
Oshane Thomas,20,19,,,27,5/21,32.07,6.73,28.5,1,0,771,866,2019-2019
Tom Curran,28,28,,,34,5/35,37.94,5.91,38.4,1,0,1308,1290,2019-2019
Sheldon Cottrell,38,36,,,52,5/46,32.40,5.87,33.1,1,0,1722,1685,2019-2019
Alex Hales,70,-,,,-,-,-,-,-,-,-,-,-,2019-2019
William Porterfield,148,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Paul Stirling,154,76,,,43,6/55,45.16,4.77,56.7,1,0,2441,1942,2019-2019
Andy Balbirnie,101,3,,,2,1/26,34.00,6.80,30.0,0,0,60,68,2019-2019
James McCollum,10,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Kevin O'Brien,153,116,,,114,4/13,32.68,5.20,37.6,0,0,4296,3726,2019-2019
Simi Singh,35,30,,,39,5/10,25.92,3.99,38.9,1,0,1519,1011,2019-2019
Stuart Poynter,21,-,,,-,-,-,-,-,-,-,-,-,2019-2019
George Dockrell,117,102,,,103,4/24,36.79,4.83,45.6,0,0,4706,3790,2019-2019
Barry McCarthy,42,42,,,69,5/46,29.18,5.74,30.4,1,0,2104,2014,2019-2019
Tim Murtagh,58,57,,,74,5/21,30.94,4.54,40.8,1,0,3020,2290,2019-2019
Boyd Rankin,75,73,,,106,4/15,27.87,4.78,34.9,0,0,3702,2955,2019-2019
Mohammad Shahzad,84,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Hazratullah Zazai,16,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Rahmat Shah,94,27,,,14,5/32,36.71,5.81,37.8,1,0,530,514,2019-2019
Hashmatullah Shahidi,59,2,,,0,-,-,8.33,-,0,0,18,25,2019-2019
Gulbadin Naib,76,70,,,65,6/43,35.35,5.43,39.0,1,0,2535,2298,2019-2019
Asghar Afghan,114,7,,,3,1/1,30.33,3.92,46.3,0,0,139,91,2019-2019
Najibullah Zadran,88,2,,,0,-,-,6.00,-,0,0,30,30,2019-2019
Dawlat Zadran,82,80,,,115,4/22,29.76,5.44,32.7,0,0,3769,3423,2019-2019
Mujeeb Ur Rahman,61,60,,,86,5/50,25.05,4.06,36.9,1,0,3177,2155,2019-2019
Mohammad Nabi,142,137,,,150,4/30,31.94,4.30,44.5,0,0,6681,4792,2019-2019
Rashid Khan,89,84,,,167,7/18,18.52,4.14,26.8,4,0,4481,3094,2019-2019
Ashton Turner,9,2,,,2,1/23,30.00,4.28,42.0,0,0,84,60,2019-2019
Nathan Coulter-Nile,32,32,,,52,4/48,29.90,5.56,32.2,0,0,1678,1555,2019-2019
Pat Cummins,75,75,,,124,5/70,27.61,5.21,31.7,1,0,3938,3424,2019-2019
Jasprit Bumrah,72,72,,,121,6/19,24.30,4.63,31.4,2,0,3807,2941,2019-2019
Upul Tharanga,235,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Oshada Fernando,8,1,,,0,-,-,8.00,-,0,0,12,16,2019-2019
Akila Dananjaya,39,37,,,56,6/29,29.66,5.15,34.5,2,0,1935,1661,2019-2019
Vishwa Fernando,8,8,,,5,1/35,67.40,6.80,59.4,0,0,297,337,2019-2019
Lungi Ngidi,45,44,,,73,6/58,27.90,5.73,29.1,1,0,2130,2037,2019-2019
Anrich Nortje,21,20,,,36,4/51,25.66,5.68,27.1,0,0,976,924,2019-2019
Samiullah Shinwari,84,65,,,46,4/31,37.58,4.91,45.8,0,0,2111,1729,2019-2019
Andy McBrine,82,77,,,84,5/29,34.70,4.52,45.9,1,0,3863,2915,2019-2019
James Cameron-Dow,4,4,,,5,3/32,30.20,4.87,37.2,0,0,186,151,2019-2019
Avishka Fernando,29,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Kasun Rajitha,24,24,,,31,3/31,33.87,5.91,34.3,0,0,1065,1050,2019-2019
Noor Ali Zadran,51,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Ikram Alikhil,12,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Aftab Alam,27,27,,,41,4/25,25.19,4.93,30.6,0,0,1257,1033,2019-2019
Javed Ahmadi,47,19,,,9,4/37,40.33,4.81,50.2,0,0,452,363,2019-2019
Shapoor Zadran,44,44,,,43,4/24,36.95,4.80,46.1,0,0,1983,1589,2019-2019
Zahir Khan,1,1,,,2,2/55,27.50,5.50,30.0,0,0,60,55,2019-2019
KL Rahul,54,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Rishabh Pant,30,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Kamindu Mendis,7,5,,,2,1/32,75.50,6.04,75.0,0,0,150,151,2019-2019
Isuru Udana,21,21,,,18,3/82,52.77,6.27,50.5,0,0,909,950,2019-2019
Priyamal Perera,2,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Aiden Markram,50,21,,,16,2/18,36.31,5.58,39.0,0,0,624,581,2019-2019
Jean-Paul Duminy,199,135,,,69,4/16,45.55,5.36,50.9,0,0,3513,3143,2019-2019
Angelo Perera,6,3,,,0,-,-,5.50,-,0,0,36,33,2019-2019
Shan Masood,9,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Haris Sohail,45,21,,,11,3/45,55.72,5.72,58.3,0,0,642,613,2019-2019
Umar Akmal,121,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Mohammad Abbas,3,3,,,1,1/44,153.00,5.66,162.0,0,0,162,153,2019-2019
Yasir Shah,25,24,,,24,6/26,47.91,5.33,53.8,1,0,1293,1150,2019-2019
Mohammad Hasnain,9,9,,,12,5/26,41.41,6.44,38.5,1,0,463,497,2019-2019
Junaid Khan,76,76,,,110,4/12,29.23,5.35,32.7,0,0,3601,3216,2019-2019
Abid Ali,6,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Syed Saad Ali,2,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Kane Richardson,25,25,,,39,5/68,31.79,5.67,33.6,1,0,1312,1240,2019-2019
Rohan Mustafa,81,80,,,85,5/25,33.30,4.48,44.5,1,0,3787,2831,2019-2019
Sultan Ahmed,2,2,,,0,-,-,4.83,-,0,0,72,58,2019-2019
Solomon Mire,47,19,,,12,4/43,42.91,6.09,42.2,0,0,507,515,2019-2019
Regis Chakabva,61,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Craig Ervine,116,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Sean Williams,156,128,,,83,4/43,47.54,4.94,57.7,0,0,4792,3946,2019-2019
Timycen Maruma,22,9,,,4,2/50,57.50,6.13,56.2,0,0,225,230,2019-2019
Kyle Jarvis,49,49,,,58,4/17,36.00,5.30,40.7,0,0,2362,2088,2019-2019
Tendai Chatara,87,87,,,115,4/33,32.62,5.29,36.9,0,0,4254,3752,2019-2019
Donald Tiripano,38,36,,,36,5/63,40.44,5.79,41.8,1,0,1508,1456,2019-2019
Sikandar Raza,136,107,,,85,4/55,42.48,4.91,51.9,0,0,4412,3611,2019-2019
Brandon Mavuta,9,8,,,7,2/30,41.85,5.74,43.7,0,0,306,293,2019-2019
Peter Moor,49,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Chris Mpofu,84,83,,,93,6/52,38.50,5.42,42.5,1,0,3960,3581,2019-2019
Ryan Burl,47,31,,,19,5/10,37.42,6.11,36.7,1,0,698,711,2019-2019
Brian Chari,14,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Stephan Baard,19,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Karl Birkenstock,20,11,,,5,2/24,52.80,6.43,49.2,0,0,246,264,2019-2019
JP Kotze,8,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Gerhard Erasmus,40,26,,,20,3/31,29.85,4.36,41.0,0,0,821,597,2019-2019
Craig Williams,18,10,,,3,1/37,74.66,4.66,96.0,0,0,288,224,2019-2019
JJ Smit,29,25,,,35,5/26,22.20,4.22,31.5,2,0,1104,777,2019-2019
Zane Green,33,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Christi Viljoen,2,2,,,2,2/6,7.00,2.80,15.0,0,0,30,14,2019-2019
Jan Frylinck,28,27,,,34,5/13,25.14,4.35,34.6,1,0,1179,855,2019-2019
Khawar Ali,34,34,,,42,5/15,30.11,4.77,37.8,1,0,1591,1265,2019-2019
Jatinder Singh,46,3,,,1,1/11,37.00,5.28,42.0,0,0,42,37,2019-2019
Aqib Ilyas,25,23,,,20,4/36,27.60,4.52,36.6,0,0,732,552,2019-2019
Zeeshan Maqsood,42,42,,,55,4/15,26.47,4.28,37.0,0,0,2039,1456,2019-2019
Mohammad Nadeem,34,26,,,19,3/43,39.63,5.56,42.7,0,0,812,753,2019-2019
