Player_Name,matches,catches,stumps,odi_year
Assad Vala,66,34,0,2023-2023
Charles Amini,49,21,0,2023-2023
Hiri Hiri,34,2,0,2023-2023
Chad Soper,56,14,0,2023-2023
Riley Hekure,25,6,0,2023-2023
Norman Vanua,57,16,0,2023-2023
Alei Nao,26,10,0,2023-2023
Semo Kamea,22,2,0,2023-2023
Aarif Sheikh,47,21,0,2023-2023
Pratis GC,3,1,0,2023-2023
Gaudi Toka,22,7,0,2023-2023
Hila Vare,6,7,0,2023-2023
Kabua Morea,17,5,0,2023-2023
Aryan Lakra,16,8,0,2023-2023
Tamim Iqbal,241,68,0,2023-2023
Litton Das,72,47,3,2023-2023
Najmul Hossain Shanto,27,8,0,2023-2023
Mushfiqur Rahim,251,217,54,2023-2023
Shakib Al Hasan,235,56,0,2023-2023
Mahmudullah,218,76,0,2023-2023
Afif Hossain,28,11,0,2023-2023
Mehidy Hasan Miraz,77,33,0,2023-2023
Taskin Ahmed,59,10,0,2023-2023
Taijul Islam,18,3,0,2023-2023
Mustafizur Rahman,89,15,0,2023-2023
Phil Salt,14,4,0,2023-2023
James Vince,25,10,0,2023-2023
Will Jacks,2,0,0,2023-2023
Mark Wood,59,13,0,2023-2023
Sabir Ali,4,2,0,2023-2023
Bhim Sharki,17,4,0,2023-2023
Saqib Mahmood,8,1,0,2023-2023
Ebadot Hossain,12,1,0,2023-2023
Rehan Ahmed,1,1,0,2023-2023
Zawar Farid,10,1,0,2023-2023
Ashwanth Valthapa,3,3,1,2023-2023
John Kariko,3,0,0,2023-2023
Travis Head,54,14,0,2023-2023
Mitchell Marsh,72,31,0,2023-2023
Steven Smith,142,81,0,2023-2023
Marnus Labuschagne,30,12,0,2023-2023
Josh Inglis,3,0,0,2023-2023
Cameron Green,15,6,0,2023-2023
Glenn Maxwell,128,79,0,2023-2023
Marcus Stoinis,60,15,0,2023-2023
Sean Abbott,11,4,0,2023-2023
Mitchell Starc,110,38,0,2023-2023
Adam Zampa,79,16,0,2023-2023
Ravindra Jadeja,174,65,0,2023-2023
Towhid Hridoy,9,0,0,2023-2023
Yasir Ali,9,3,0,2023-2023
Nasum Ahmed,7,1,0,2023-2023
Gareth Delany,21,9,0,2023-2023
Brandon King,31,6,0,2023-2023
Kyle Mayers,25,10,0,2023-2023
Shamarh Brooks,29,14,0,2023-2023
Shai Hope,115,120,12,2023-2023
Nicholas Pooran,61,23,2,2023-2023
Rovman Powell,50,15,0,2023-2023
Jason Holder,138,65,0,2023-2023
Akeal Hosein,38,16,0,2023-2023
Odean Smith,9,1,0,2023-2023
Alzarri Joseph,61,19,0,2023-2023
Ryan Rickelton,2,2,2,2023-2023
Tony de Zorzi,2,0,0,2023-2023
Tristan Stubbs,1,0,0,2023-2023
Bjorn Fortuin,5,0,0,2023-2023
Gerald Coetzee,2,0,0,2023-2023
Yannic Cariah,8,0,0,2023-2023
Nathan Ellis,4,0,0,2023-2023
Blessing Muzarabani,42,13,0,2023-2023
Vikramjit Singh,25,6,0,2023-2023
Max O'Dowd,33,5,0,2023-2023
Tom Cooper,32,17,0,2023-2023
Colin Ackermann,7,5,0,2023-2023
Musa Ahmad,13,4,0,2023-2023
Scott Edwards,38,36,6,2023-2023
Teja Nidamanuru,20,5,0,2023-2023
Shariz Ahmad,11,3,0,2023-2023
Paul van Meekeren,13,4,0,2023-2023
Fred Klaassen,19,5,0,2023-2023
Brandon Glover,9,3,0,2023-2023
David Warner,142,62,0,2023-2023
Alex Carey,64,73,8,2023-2023
Ashton Agar,21,10,0,2023-2023
Sean Williams,156,58,0,2023-2023
Ryan Klein,12,3,0,2023-2023
Matthew Humphreys,2,0,0,2023-2023
Hasan Mahmud,13,0,0,2023-2023
Chad Bowes,4,4,0,2023-2023
Will Young,15,3,0,2023-2023
Rachin Ravindra,5,2,0,2023-2023
Matt Henry,72,23,0,2023-2023
Angelo Mathews,221,53,0,2023-2023
Wesley Barresi,45,20,8,2023-2023
Aryan Dutt,25,3,0,2023-2023
Brandon Mavuta,9,2,0,2023-2023
Steven Taylor,45,20,0,2023-2023
Sushant Modani,31,3,0,2023-2023
Monank Patel,47,33,2,2023-2023
Aaron Jones,43,14,0,2023-2023
Gajanand Singh,32,14,0,2023-2023
Shayan Jahangir,12,12,1,2023-2023
Nisarg Patel,41,7,0,2023-2023
Jessy Singh,24,5,0,2023-2023
Nosthush Kenjige,40,17,0,2023-2023
Saurabh Netravalkar,48,15,0,2023-2023
Ali Khan,15,2,0,2023-2023
Nikolaas Davin,5,4,0,2023-2023
Michau du Preez,3,4,0,2023-2023
Rameez Shahzad,26,6,0,2023-2023
Sanchit Sharma,8,4,0,2023-2023
Aaron Johnson,5,4,0,2023-2023
Pargat Singh,5,1,0,2023-2023
Matthew Spoors,5,1,0,2023-2023
Srimantha Wijeyeratne,5,8,2,2023-2023
Nicholas Kirton,3,1,0,2023-2023
Harsh Thaker,5,2,0,2023-2023
Nikhil Dutta,6,1,0,2023-2023
Saad Bin Zafar,5,1,0,2023-2023
Ravinderpal Singh,5,4,0,2023-2023
Kaleem Sana,5,1,0,2023-2023
Harrison Carlyon,5,0,0,2023-2023
Nick Greenwood,5,4,0,2023-2023
Josh Lawrenson,5,1,0,2023-2023
Asa Tribe,5,2,0,2023-2023
Jonty Jenner,5,2,0,2023-2023
Benjamin Ward,5,3,0,2023-2023
Julius Sumerauer,5,1,0,2023-2023
Anthony Hawkins-Kay,1,0,0,2023-2023
Jake Dunford,5,2,0,2023-2023
Charles Perchard,5,0,0,2023-2023
Elliot Miles,4,0,0,2023-2023
Jeremy Gordon,10,1,0,2023-2023
Saiteja Mukkamalla,17,3,0,2023-2023
Dominic Blampied,3,0,0,2023-2023
Matiullah Khan,1,0,0,2023-2023
Tom Blundell,6,5,1,2023-2023
Vivian Kingma,18,4,0,2023-2023
Dillon Heyliger,2,0,0,2023-2023
Aryansh Sharma,7,9,0,2023-2023
Ansh Tandon,1,0,0,2023-2023
Ben Stevens,1,0,0,2023-2023
Daniel Birrell,1,0,0,2023-2023
Kashyap Prajapati,31,15,0,2023-2023
Jatinder Singh,46,15,0,2023-2023
Adeel Shafique,2,2,2,2023-2023
Zeeshan Maqsood,42,22,0,2023-2023
Mohammad Nadeem,34,6,0,2023-2023
Ayaan Khan,34,10,0,2023-2023
Sandeep Goud,36,18,0,2023-2023
Fayyaz Butt,23,5,0,2023-2023
Kaleemullah,39,9,0,2023-2023
Bilal Khan,45,4,0,2023-2023
Aqib Ilyas,25,6,0,2023-2023
Mark Chapman,12,3,0,2023-2023
Adam Milne,45,22,0,2023-2023
Shaheen Shah Afridi,36,7,0,2023-2023
Shadab Khan,56,14,0,2023-2023
Basil Hameed,37,15,0,2023-2023
Shoaib Khan,24,13,0,2023-2023
Jay Odedra,9,2,0,2023-2023
James Neesham,73,26,0,2023-2023
Abdullah Shafique,3,3,0,2023-2023
Ihsanullah,1,0,0,2023-2023
Cole McConchie,3,3,0,2023-2023
Iftikhar Ahmed,12,11,0,2023-2023
Mohammad Haris,5,4,2,2023-2023
Ben Lister,1,0,0,2023-2023
Shoriful Islam,17,2,0,2023-2023
Rony Talukdar,1,1,0,2023-2023
Mrittunjoy Chowdhury,1,2,0,2023-2023
Craig Young,39,10,0,2023-2023
Dimuth Karunaratne,44,13,0,2023-2023
Dushan Hemantha,2,0,0,2023-2023
Matheesha Pathirana,4,0,0,2023-2023
Rahmanullah Gurbaz,21,14,2,2023-2023
Ibrahim Zadran,14,3,0,2023-2023
Rahmat Shah,94,24,0,2023-2023
Hashmatullah Shahidi,59,13,0,2023-2023
Mohammad Nabi,142,61,0,2023-2023
Najibullah Zadran,88,39,0,2023-2023
Fazalhaq Farooqi,16,1,0,2023-2023
Azmatullah Omarzai,12,2,0,2023-2023
Fareed Ahmad,14,3,0,2023-2023
Mujeeb Ur Rahman,61,10,0,2023-2023
Noor Ahmad,3,1,0,2023-2023
Sadeera Samarawickrama,17,1,0,2023-2023
Dushmantha Chameera,44,7,0,2023-2023
Maheesh Theekshana,22,4,0,2023-2023
Ali Naseer,9,0,0,2023-2023
Johnson Charles,58,25,2,2023-2023
Keacy Carty,14,1,0,2023-2023
Keemo Paul,30,15,0,2023-2023
Dominic Drakes,2,1,0,2023-2023
Kavem Hodge,3,0,0,2023-2023
Roston Chase,42,18,0,2023-2023
Akeem Jordan,2,2,0,2023-2023
Lovepreet Singh,2,2,0,2023-2023
Adhitya Shetty,1,1,0,2023-2023
Gulbadin Naib,76,22,0,2023-2023
Rashid Khan,89,27,0,2023-2023
Ethan D'Souza,3,2,0,2023-2023
Muhammad Jawadullah,5,1,0,2023-2023
Alick Athanaze,1,0,0,2023-2023
Raymon Reifer,6,0,0,2023-2023
Kevin Sinclair,7,6,0,2023-2023
Joylord Gumbie,7,5,0,2023-2023
Kyle Phillip,5,1,0,2023-2023
Ben White,2,0,0,2023-2023
Bas de Leede,30,14,0,2023-2023
Saqib Zulfiqar,13,1,0,2023-2023
Logan van Beek,25,15,0,2023-2023
Clayton Floyd,9,2,0,2023-2023
Naseem Khushi,32,22,3,2023-2023
Barry McCarthy,42,12,0,2023-2023
Adrian Neill,9,3,0,2023-2023
Luke Jongwe,40,12,0,2023-2023
Abhishek Paradkar,4,0,0,2023-2023
Usman Rafiq,2,0,0,2023-2023
Romario Shepherd,22,5,0,2023-2023
Alasdair Evans,42,9,0,2023-2023
Arjun Saud,9,5,2,2023-2023
Suraj Kumar,24,18,2,2023-2023
Kishore Mahato,2,0,0,2023-2023
Mohammad Saleem,2,1,0,2023-2023
Sahan Arachchige,2,0,0,2023-2023
Mohammad Naim,4,4,0,2023-2023
Noah Croes,1,2,0,2023-2023
Abdul Rahman,1,0,0,2023-2023
Zia-ur-Rehman,1,0,0,2023-2023
